,id,username,model_name,timestamp,stepname,app_name,accelerometer_x,accelerometer_y,accelerometer_z,Inclination,year,month,day,time,Date,Day_name
70,25033,junaid,m17_6b_bundle,2020-02-17 18:56:55,Step 3,Engineering_Drawing_AR,-0.004401704,-0.8055781,-0.5902385,126.2294288076424,2020,02,17,18:56:55,2020-02-17,Monday
71,25032,junaid,m17_6b_bundle,2020-02-17 18:56:21,Step 2,Engineering_Drawing_AR,-0.02045326,-0.827916,-0.5823041999999999,125.11192550739469,2020,02,17,18:56:21,2020-02-17,Monday
72,25031,junaid,m17_6b_bundle,2020-02-17 18:56:06,Step 1,Engineering_Drawing_AR,0.009025454,-0.8276108,-0.5483701999999999,123.52665943152255,2020,02,17,18:56:06,2020-02-17,Monday
73,25030,junaid,m17_6b_bundle,2020-02-17 18:55:41,Introduction,Engineering_Drawing_AR,0.0048142079999999995,-0.8158926,-0.5752245,125.18431526592191,2020,02,17,18:55:41,2020-02-17,Monday
74,25029,junaid,m15_5_bundle,2020-02-17 18:54:48,Step 27 VP,Engineering_Drawing_AR,-0.001716273,-0.8058831999999999,-0.5869426999999999,126.06662390290602,2020,02,17,18:54:48,2020-02-17,Monday
75,25028,junaid,m15_5_bundle,2020-02-17 18:54:31,Step 26 VP,Engineering_Drawing_AR,-0.0027538259999999996,-0.8175404000000001,-0.5778489,125.25304682798202,2020,02,17,18:54:31,2020-02-17,Monday
76,25027,junaid,m15_5_bundle,2020-02-17 18:54:14,Step 25 VP,Engineering_Drawing_AR,0.0034104590000000002,-0.8096671999999999,-0.5768723000000001,125.4689006813837,2020,02,17,18:54:14,2020-02-17,Monday
77,25026,junaid,m15_5_bundle,2020-02-17 18:53:58,Step 24 VP,Engineering_Drawing_AR,-0.009711534,-0.8088738,-0.5936563,126.27407225072443,2020,02,17,18:53:58,2020-02-17,Monday
78,25025,junaid,m15_5_bundle,2020-02-17 18:53:42,Step 23 HP,Engineering_Drawing_AR,-0.001105948,-0.8016109,-0.5887737,126.29681480937114,2020,02,17,18:53:42,2020-02-17,Monday
79,25024,junaid,m15_5_bundle,2020-02-17 18:53:25,Step 22 HP,Engineering_Drawing_AR,-0.009345339,-0.8348736999999999,-0.5598443000000001,123.84310330222489,2020,02,17,18:53:25,2020-02-17,Monday
80,25023,junaid,m15_5_bundle,2020-02-17 18:53:06,Step 21 HP,Engineering_Drawing_AR,-0.0126411,-0.8212634,-0.5777879,125.12455066715825,2020,02,17,18:53:06,2020-02-17,Monday
81,25022,junaid,m15_5_bundle,2020-02-17 18:52:44,Step 20 HP,Engineering_Drawing_AR,-0.01270213,-0.8196767,-0.5839521,125.46348961943262,2020,02,17,18:52:44,2020-02-17,Monday
