,id,username,model_name,timestamp,stepname,app_name,accelerometer_x,accelerometer_y,accelerometer_z,lat,lon
876,24227,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:38:20,Step 1,Drone_Fundamentals,0.1326993,-0.29106420000000005,-1.029448,0.0,0.0
877,24226,drone_ar_20_030,pluto_functionality_bundle,2020-02-07 16:37:17,Primus X,Drone_Fundamentals,-0.04297416,-0.7558590000000001,-0.6226467,0.0,0.0
878,24225,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:38:12,Step 4,Drone_Fundamentals,0.07459636,-0.04302797,-0.942782,0.0,0.0
879,24224,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:38:03,Step 3,Drone_Fundamentals,0.24597570000000002,0.0009154452,-0.882726,0.0,0.0
880,24223,drone_ar_20_031,pluto_flying_principles_bundle,2020-02-07 16:36:49,1.Propellers,Drone_Fundamentals,-0.06824899,-0.1887029,-0.9731688000000001,0.0,0.0
881,24222,drone_ar_20_030,pluto_functionality_bundle,2020-02-07 16:36:46,Primus X,Drone_Fundamentals,-0.01514264,-0.7956544,-0.6336334,0.0,0.0
882,24221,drone_ar_20_030,pluto_functionality_bundle,2020-02-07 16:36:43,Primus X,Drone_Fundamentals,0.01317745,-0.7502451,-0.5921281,0.0,0.0
883,24220,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:36:03,Step 2,Drone_Fundamentals,-0.0764227,-0.7568362,-0.6465728000000001,0.0,0.0
884,24219,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:35:34,Step 1,Drone_Fundamentals,-0.05054392,-0.7233891,-0.6780655,0.0,0.0
885,24218,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:35:13,Step 2,Drone_Fundamentals,0.03832338,-0.7629402,-0.5823629,0.0,0.0
886,24217,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:35:12,Step 3,Drone_Fundamentals,0.06444645,-0.7641601,-0.5921281,0.0,0.0
887,24216,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:35:12,Step 3,Drone_Fundamentals,0.01439889,-0.7688,-0.5865142,0.0,0.0
888,24215,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:35:11,Step 3,Drone_Fundamentals,0.02074566,-0.784425,-0.6079974,0.0,0.0
889,24214,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:35:10,Step 3,Drone_Fundamentals,0.03344076,-0.8159177,-0.6121486999999999,0.0,0.0
890,24213,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:35:09,Step 3,Drone_Fundamentals,0.02025709,-0.8063967,-0.5337795,0.0,0.0
891,24212,drone_ar_20_034,drona_pluto_bundle,2020-02-07 16:34:37,Step 2,Drone_Fundamentals,0.7168686,-0.04488332,-0.7594303000000001,0.0,0.0
892,24211,drone_ar_20_034,drona_pluto_bundle,2020-02-07 16:34:34,Step 1,Drone_Fundamentals,0.4525367,-0.0185783,-0.8932747,0.0,0.0
893,24210,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:34:25,Step 2,Drone_Fundamentals,-0.06250616,-0.721925,-0.6363175,0.0,0.0
894,24209,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:33:19,Step 1,Drone_Fundamentals,-0.02051382,-0.7856448,-0.630215,0.0,0.0
895,24208,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:33:12,Step 4,Drone_Fundamentals,-0.02051382,-0.7497564999999999,-0.6341205,0.0,0.0
896,24207,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:32:12,Step 2,Drone_Fundamentals,0.1425714,-0.7910159999999999,-0.5901754,0.0,0.0
897,24206,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:32:02,Step 3,Drone_Fundamentals,-0.06226188,-0.7121583,-0.6700103000000001,0.0,0.0
898,24205,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:31:54,Step 2,Drone_Fundamentals,-0.08032817,-0.7136239000000001,-0.6648834,0.0,0.0
899,24204,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:31:40,Step 1,Drone_Fundamentals,-0.009527164,-0.6547852,-0.7195708000000001,0.0,0.0
900,24203,drone_ar_20_034,drona_pluto_bundle,2020-02-07 16:31:31,Step 2,Drone_Fundamentals,0.4281847,-0.08290659,-0.9286125,0.0,0.0
901,24202,drone_ar_20_042,drona_pluto_bundle,2020-02-07 16:32:27,Step 3,Drone_Fundamentals,0.09412677,0.01141304,-1.0838889999999999,0.0,0.0
902,24201,drone_ar_20_034,drona_pluto_bundle,2020-02-07 16:31:25,Step 1,Drone_Fundamentals,0.3348659,-0.01668629,-0.9974571,0.0,0.0
903,24200,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:31:24,Step 4,Drone_Fundamentals,-0.04517273,-0.7160653,-0.7037015999999999,0.0,0.0
904,24199,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:31:22,Step 3,Drone_Fundamentals,-0.05493795,-0.7321788,-0.6829497,0.0,0.0
905,24198,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:31:18,Step 2,Drone_Fundamentals,-0.01148145,-0.7333987,-0.6870995,0.0,0.0
906,24197,drone_ar_20_030,drona_pluto_bundle,2020-02-07 16:31:12,Step 1,Drone_Fundamentals,-0.04102142,-0.5979007,-0.7586333000000001,0.0,0.0
